node,clade,node.type,branch.length,label,astral,gcf,scf,ds.sum,dn.sum,dn.ds.sum,synonymous.bl.sum,nonsynonymous.bl.sum,num.genes.full,num.genes.partial,num.genes.no.clade,num.genes.no.subs,avg.ds,avg.dn,avg.dn.ds,avg.synonymous.bl,avg.nonsynonymous.bl
325,Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Apodemus_sylvaticus_SMG3823;Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Colomys_goslingi_TCD4175;Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389;Dephomys_defua_MNHNR24062;Grammomys_dryas_LSUMZ37716;Heimyscus_fumosus_FMNH167810;Hybomys_lunaris_LSUMZ37734;Hybomys_planifrons_R24117;Hybomys_univittatus_TCD4026;Hylomyscus_stella_LSUMZ37742;Hylomyscus_vulcanorum_TCD4382;Lemniscomys_striatus_TCD4711;Malacomys_longipes_TCD4253;Mastomys_natalensis_T4162;Micaelemys_namaquensis_MNHN1987009;mm10;Mus_caroli_10460X9;Mus_cervicolor_10460X10;Mus_cookii_10460X3;Mus_macedonicus_10460X12;Mus_minutoides_10460X2;Mus_musculoides_LSUMZ37820;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5;Mus_pahari_10460X1;Mus_platythrix_10460X13;Mus_spicilegus_10460X11;Mus_spretus_10460X4;Mylomys_dybowskii_MNHN1997072;Myomyscus_verreauxii_MNHN1999102;Oenomys_hypoxanthus_LSUMZ37838;Otomys_denti_LSUMZ37840;Otomys_tropicalis_LSUMZ37841;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Pithecheir_melanurus_LSUMZ38198;Praomys_degraaffi_TCD4312;Praomys_jacksoni_REC31;Rhabdomys_pumilio_MNHN1995065;Stochomys_longicaudatus_MNHN1999459;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935;Vandeleuria_oleracea_ABTC116404;Zelotomys_woosnami_TTU-M115260,internal,0.1586408708,1/40.4/42.2,1,40.4,42.2,1.2951849687630348,0.2489665031246054,13839.048701613303,0.312257665633285,0.18653009244348703,0,66,11728,4,0.0196240146782278,0.003772219744312203,223.21046292924683,0.004731176752019469,0.0028262135218710157
326,Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389;Dephomys_defua_MNHNR24062;Grammomys_dryas_LSUMZ37716;Hybomys_lunaris_LSUMZ37734;Hybomys_planifrons_R24117;Hybomys_univittatus_TCD4026;Lemniscomys_striatus_TCD4711;Micaelemys_namaquensis_MNHN1987009;Mylomys_dybowskii_MNHN1997072;Oenomys_hypoxanthus_LSUMZ37838;Otomys_denti_LSUMZ37840;Otomys_tropicalis_LSUMZ37841;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Pithecheir_melanurus_LSUMZ38198;Rhabdomys_pumilio_MNHN1995065;Stochomys_longicaudatus_MNHN1999459;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935;Vandeleuria_oleracea_ABTC116404,internal,0.3505836959,1/31.6/38.1,1,31.6,38.1,55.65084161578411,7.009474479918931,1142466.3772131526,13.281763386890423,5.326282793973249,617,3913,7264,157,0.01228495399906934,0.0015473453598055036,261.2546026099137,0.0029319565975475547,0.0011757798662192602
327,Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389;Dephomys_defua_MNHNR24062;Grammomys_dryas_LSUMZ37716;Hybomys_lunaris_LSUMZ37734;Hybomys_planifrons_R24117;Hybomys_univittatus_TCD4026;Lemniscomys_striatus_TCD4711;Micaelemys_namaquensis_MNHN1987009;Mylomys_dybowskii_MNHN1997072;Oenomys_hypoxanthus_LSUMZ37838;Otomys_denti_LSUMZ37840;Otomys_tropicalis_LSUMZ37841;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Pithecheir_melanurus_LSUMZ38198;Rhabdomys_pumilio_MNHN1995065;Stochomys_longicaudatus_MNHN1999459;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935,internal,0.8472482432,1/53.9/47.1,1,53.9,47.1,90.95578549414233,10.879444626002519,1054384.7245372653,21.75172550575359,8.260282506716381,1158,5376,5260,196,0.01392038345487333,0.0016650512130398712,166.3592181346269,0.0033290060461820615,0.0012641999551142302
328,Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389;Dephomys_defua_MNHNR24062;Grammomys_dryas_LSUMZ37716;Hybomys_lunaris_LSUMZ37734;Hybomys_planifrons_R24117;Hybomys_univittatus_TCD4026;Lemniscomys_striatus_TCD4711;Micaelemys_namaquensis_MNHN1987009;Mylomys_dybowskii_MNHN1997072;Oenomys_hypoxanthus_LSUMZ37838;Otomys_denti_LSUMZ37840;Otomys_tropicalis_LSUMZ37841;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Rhabdomys_pumilio_MNHN1995065;Stochomys_longicaudatus_MNHN1999459;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935,internal,1.0889873501,1/61.7/50.2,1,61.7,50.2,108.92926790246962,13.091728934017686,1028988.9295906739,26.117839921648937,9.939626478585806,1322,5932,4540,198,0.015016441673899865,0.0018047599853898105,145.83176439777125,0.0036004742103182986,0.0013702269752668605
329,Otomys_denti_LSUMZ37840;Otomys_tropicalis_LSUMZ37841,internal,2.5551991617,1/92/85.7,1,92,85.7,430.669955685994,53.04384698188249,93077.13252309804,102.87319084954524,40.292375114016394,8528,1866,1400,158,0.04143447716817337,0.005103314121789733,9.093115721287422,0.00989736298340824,0.003876503282087396
330,Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389;Dephomys_defua_MNHNR24062;Grammomys_dryas_LSUMZ37716;Hybomys_lunaris_LSUMZ37734;Hybomys_planifrons_R24117;Hybomys_univittatus_TCD4026;Lemniscomys_striatus_TCD4711;Micaelemys_namaquensis_MNHN1987009;Mylomys_dybowskii_MNHN1997072;Oenomys_hypoxanthus_LSUMZ37838;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Rhabdomys_pumilio_MNHN1995065;Stochomys_longicaudatus_MNHN1999459;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935,internal,1.085258536,1/58.6/53.2,1,58.6,53.2,93.42831396484699,10.26388975218466,1006999.087456253,22.414742279232982,7.783182357684329,1333,5480,4981,174,0.0137132414450091,0.0015065154487281169,151.67933234768083,0.0032899959311952125,0.0011424016377050241
331,Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389;Dephomys_defua_MNHNR24062;Grammomys_dryas_LSUMZ37716;Hybomys_lunaris_LSUMZ37734;Hybomys_planifrons_R24117;Hybomys_univittatus_TCD4026;Lemniscomys_striatus_TCD4711;Micaelemys_namaquensis_MNHN1987009;Mylomys_dybowskii_MNHN1997072;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Rhabdomys_pumilio_MNHN1995065;Stochomys_longicaudatus_MNHN1999459;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935,internal,0.0790955209,1/15.4/33.6,1,15.4,33.6,24.1006370619405,3.0006586973025984,807501.4231072733,5.774028600991295,2.276754640998441,317,1880,9597,57,0.010969793837933773,0.0013657982236243052,377.33711360152955,0.002628142285385205,0.0010363016117425766
332,Dephomys_defua_MNHNR24062;Hybomys_lunaris_LSUMZ37734;Hybomys_planifrons_R24117;Hybomys_univittatus_TCD4026;Stochomys_longicaudatus_MNHN1999459,internal,0.5039936469,1/39.1/42.8,1,39.1,42.8,60.17478162010985,8.447383921050506,1669980.3579689926,14.400058940648996,6.4169433194413275,1770,3017,7007,157,0.012570457827472289,0.0017646509131085243,360.6869023691129,0.0030081593776162515,0.0013404936953084034
333,Dephomys_defua_MNHNR24062;Hybomys_lunaris_LSUMZ37734;Hybomys_univittatus_TCD4026;Stochomys_longicaudatus_MNHN1999459,internal,1.2100345465,1/70.1/58.8,1,70.1,58.8,147.94774869098376,17.375546957187943,791777.2973913903,35.37270420242425,13.189332040185228,3309,4815,3670,233,0.01821119506289805,0.002138792092219097,100.33928493111017,0.0043540994833117,0.0016235022206037948
334,Hybomys_lunaris_LSUMZ37734;Hybomys_univittatus_TCD4026,internal,2.5441121277,1/92.4/94.5,1,92.4,94.5,397.89154040791436,39.6185937849983,89686.55650924156,94.99381916365436,30.080852630154503,5957,3945,1892,134,0.04018294692061345,0.004001069863158786,9.18167040430401,0.009593397209013772,0.0030378562543076654
335,Dephomys_defua_MNHNR24062;Stochomys_longicaudatus_MNHN1999459,internal,0.9202386656,1/68.6/58.5,1,68.6,58.5,169.58197526153376,20.165313723084108,942356.9375761355,40.45831638906628,15.324198278327595,4842,3505,3447,222,0.02031651794195924,0.002415875610768433,115.98239231706283,0.004847048806645056,0.0018358929289957584
336,Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389;Grammomys_dryas_LSUMZ37716;Lemniscomys_striatus_TCD4711;Micaelemys_namaquensis_MNHN1987009;Mylomys_dybowskii_MNHN1997072;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Rhabdomys_pumilio_MNHN1995065;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935,internal,0.1999985759,1/15.4/37.1,1,15.4,37.1,12.89830207782739,2.1803585019902707,974592.7524352138,3.0743404753394414,1.6538272939170389,512,1226,10056,58,0.007421347570671686,0.001254521577669891,580.1147335923891,0.0017688955554312092,0.0009515692139913918
337,Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Grammomys_dryas_LSUMZ37716;Micaelemys_namaquensis_MNHN1987009;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935,internal,0.2155136206,1/18/39.2,1,18,39.2,18.75256365573388,2.677821770905748,1290396.15850729,4.481007353239075,2.036219291287381,1157,1181,9456,78,0.008020771452409701,0.0011453472074019451,570.9717515518983,0.0019165985257652161,0.0008709235634248849
338,Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Grammomys_dryas_LSUMZ37716;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935,internal,0.364939479,1/25.9/40,1,25.9,40,29.48166035602781,3.9362314125019426,1411999.4439148265,7.025732873503447,2.9926842068846575,1773,1398,8623,114,0.009297275419750176,0.0012413217951756364,461.89056065254385,0.0022156205845170127,0.0009437667003735911
339,Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708,internal,1.3149706614,1/73.2/64.9,1,73.2,64.9,167.28522159052892,20.00801550506174,749830.6943982483,39.96153247840167,15.20054737479926,7040,1476,3278,217,0.019643638044918848,0.0023494616609983253,90.35193329295679,0.004692523776233169,0.001784939804462102
340,Grammomys_dryas_LSUMZ37716;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935,internal,0.0259463314,0.92/15.5/34.5,0.92,15.5,34.5,32.659792196326364,4.319423005512122,847442.3959288131,7.811477956183608,3.280662618740201,1019,1400,9375,76,0.013501360974091098,0.0017856234003770658,361.69116343525957,0.003229217840505832,0.0013562061259777597
341,Grammomys_dryas_LSUMZ37716;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935,internal,0.4715947592,1/40.8/44.3,1,40.8,44.3,68.08555190072667,8.263115096706889,1252813.6907624025,16.292279932595775,6.277207171769503,3362,1785,6647,158,0.01322820126301276,0.0016054235664866696,251.11519157394318,0.003165393419971979,0.001219585617207986
342,Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935,internal,0.7945469801,1/60.3/56,1,60.3,56,126.65278453136207,13.518006880470793,1059365.7849076474,30.206658521040975,10.273191413117843,5300,2026,4468,175,0.0172881223766533,0.0018452097843940475,148.14232763356836,0.0041232130113351044,0.0014022920301826158
343,Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389;Lemniscomys_striatus_TCD4711;Mylomys_dybowskii_MNHN1997072;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Rhabdomys_pumilio_MNHN1995065,internal,0.3693874568,1/30.9/40.2,1,30.9,40.2,37.12781649707105,4.686587585449596,1360553.7519189639,8.858277019169481,3.5596845727270288,1284,2418,8092,101,0.010029123851180727,0.0012659609901268492,377.8266459091819,0.0023928354995055327,0.0009615571509257236
344,Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389,internal,2.9178343713,1/93.8/96,1,93.8,96,395.1720893048935,44.718246670407204,126817.88991369143,94.26029022906698,33.991487956353424,7896,2401,1497,153,0.03837740014614873,0.004342842252151812,12.501763595592609,0.009154150745757695,0.0033011059489514833
345,Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Lemniscomys_striatus_TCD4711;Mylomys_dybowskii_MNHN1997072;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Rhabdomys_pumilio_MNHN1995065,internal,1.5413434646,1/73.6/64.6,1,73.6,64.6,161.8162557459691,17.974063851328225,670888.6711412168,38.58939877486306,13.663253538995052,3411,5158,3225,229,0.018883913612553285,0.0020975684270426215,80.44228670757995,0.004503372479269816,0.001594498020655275
346,Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Lemniscomys_striatus_TCD4711;Mylomys_dybowskii_MNHN1997072;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213,internal,0.4036812336,1/45.6/42.8,1,45.6,42.8,85.39468829155236,9.6819815961906,1446683.8494732273,20.27510683016868,7.372476974277076,2391,3537,5866,161,0.014405311790072935,0.0016332627523938258,250.85553138082665,0.00342022719807164,0.0012436702048375635
347,Mylomys_dybowskii_MNHN1997072;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213,internal,0.98598496,1/65.4/58.6,1,65.4,58.6,110.3103183827736,11.758476636714484,1440316.9203801032,26.22080936908899,8.949342645871331,4791,2927,4076,225,0.014292604092092978,0.001523513427923618,192.22166293608743,0.003397358042120885,0.0011595416747695428
348,Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213,internal,1.1276281661,1/73.6/65.5,1,73.6,65.5,129.6285412134182,13.155356170502913,1388776.6861185713,30.817816123639865,10.011277294944765,6886,1611,3297,220,0.015255801013701095,0.0015482353972581986,167.78744546557584,0.003626905510608434,0.001178213168758946
349,Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Lemniscomys_striatus_TCD4711,internal,1.0684586717,1/69.4/60.3,1,69.4,60.3,143.02468626009664,15.047974153927314,1136555.1867261792,34.17795056236128,11.427937211183314,4293,3866,3635,226,0.017529683326399884,0.0018443405017682698,143.26927854861708,0.00418898768995726,0.0014006541501634163
350,Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201,internal,1.6930748463,1/83.3/78.8,1,83.3,78.8,185.2664319748323,19.666444431663813,700681.5276508392,44.175238140236694,14.94336205620795,6311,2930,2553,230,0.020048309920445005,0.00212817275529313,77.75846494848953,0.004780352574422324,0.0016170719679913376
351,Apodemus_sylvaticus_SMG3823;Colomys_goslingi_TCD4175;Heimyscus_fumosus_FMNH167810;Hylomyscus_stella_LSUMZ37742;Hylomyscus_vulcanorum_TCD4382;Malacomys_longipes_TCD4253;Mastomys_natalensis_T4162;mm10;Mus_caroli_10460X9;Mus_cervicolor_10460X10;Mus_cookii_10460X3;Mus_macedonicus_10460X12;Mus_minutoides_10460X2;Mus_musculoides_LSUMZ37820;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5;Mus_pahari_10460X1;Mus_platythrix_10460X13;Mus_spicilegus_10460X11;Mus_spretus_10460X4;Myomyscus_verreauxii_MNHN1999102;Praomys_degraaffi_TCD4312;Praomys_jacksoni_REC31;Zelotomys_woosnami_TTU-M115260,internal,0.6485692565,1/40.4/40.1,1,40.4,40.1,3.3684851457329876,0.3811269363475241,16239.980743457807,0.7957869949764856,0.28654898217708324,0,130,11664,0,0.025911424197946058,0.0029317456642117237,124.92292879582928,0.006121438422896044,0.002204222939823717
352,Apodemus_sylvaticus_SMG3823;Malacomys_longipes_TCD4253,internal,0.2196446811,1/32.8/37.9,1,32.8,37.9,268.1194798785538,30.635547942311383,370881.28382781823,64.33961232124717,23.22617549204281,2331,3038,6425,71,0.04993843916531082,0.005706006321905641,70.00401733254402,0.011983537403845628,0.004325977927368749
353,Colomys_goslingi_TCD4175;Heimyscus_fumosus_FMNH167810;Hylomyscus_stella_LSUMZ37742;Hylomyscus_vulcanorum_TCD4382;Mastomys_natalensis_T4162;mm10;Mus_caroli_10460X9;Mus_cervicolor_10460X10;Mus_cookii_10460X3;Mus_macedonicus_10460X12;Mus_minutoides_10460X2;Mus_musculoides_LSUMZ37820;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5;Mus_pahari_10460X1;Mus_platythrix_10460X13;Mus_spicilegus_10460X11;Mus_spretus_10460X4;Myomyscus_verreauxii_MNHN1999102;Praomys_degraaffi_TCD4312;Praomys_jacksoni_REC31;Zelotomys_woosnami_TTU-M115260,internal,0.4510519503,1/84.3/74,1,84.3,74,3.201390473245352,0.42560755103622017,30963.280072526773,0.762203711103848,0.32046618098608726,0,128,11666,0,0.025010863072229314,0.00332505899247047,241.90062556661542,0.0059547164929988124,0.0025036420389538067
354,Colomys_goslingi_TCD4175;Heimyscus_fumosus_FMNH167810;Hylomyscus_stella_LSUMZ37742;Hylomyscus_vulcanorum_TCD4382;Mastomys_natalensis_T4162;Myomyscus_verreauxii_MNHN1999102;Praomys_degraaffi_TCD4312;Praomys_jacksoni_REC31;Zelotomys_woosnami_TTU-M115260,internal,2.4876875761,1/86/78.3,1,86,78.3,80.26246399275551,8.582524195818763,84020.09103769161,19.08344008811446,6.5178409300630324,0,1987,9807,35,0.04039379164205109,0.0043193377935675705,43.04307942504693,0.009604146999554334,0.0032802420382803386
355,Colomys_goslingi_TCD4175;Mastomys_natalensis_T4162;Myomyscus_verreauxii_MNHN1999102;Praomys_degraaffi_TCD4312;Praomys_jacksoni_REC31;Zelotomys_woosnami_TTU-M115260,internal,0.669461102,1/53.3/48.6,1,53.3,48.6,29.17780503874931,4.096171314503251,355111.81859661645,6.974507602454972,3.112689991567454,0,1484,10310,44,0.01966159369187959,0.0027602232577515168,246.60542958098364,0.004699802966613863,0.002097499994317691
356,Praomys_degraaffi_TCD4312;Praomys_jacksoni_REC31,internal,1.5354809131,1/80.3/75.1,1,80.3,75.1,206.77187365844665,24.955798848652446,538763.2678316893,49.4721842098963,18.960722726186436,5076,4010,2708,221,0.022757194987722502,0.0027466210487180768,60.774198288966645,0.005444880498557814,0.0020868063753231823
357,Colomys_goslingi_TCD4175;Mastomys_natalensis_T4162;Myomyscus_verreauxii_MNHN1999102;Zelotomys_woosnami_TTU-M115260,internal,0.2769121752,1/37.8/39.5,1,37.8,39.5,37.86293145163588,4.769239348696368,261842.2905757416,9.055761704934744,3.6256876193901313,0,1743,10051,55,0.021722852238460058,0.0027362245259302167,155.1198403884725,0.005195502986193198,0.002080142065054579
358,Colomys_goslingi_TCD4175;Myomyscus_verreauxii_MNHN1999102;Zelotomys_woosnami_TTU-M115260,internal,0.8789694589,1/62.4/54.8,1,62.4,54.8,80.04302616370491,9.079470588305574,359913.85446285224,19.191132150840897,6.887292068849548,0,3772,8022,72,0.02122031446545729,0.0024070706755847226,97.27401471968979,0.0050877868904668335,0.0018258992759410254
359,Colomys_goslingi_TCD4175;Zelotomys_woosnami_TTU-M115260,internal,0.9263978723,1/68.9/60.6,1,68.9,60.6,142.36363847533318,17.7222931252801,1051668.7525681283,33.90332719040948,13.476566199776235,0,9279,2515,219,0.015342562611847525,0.0019099356746718505,116.07822876027906,0.0036537694999902444,0.0014523726909986244
360,Heimyscus_fumosus_FMNH167810;Hylomyscus_stella_LSUMZ37742;Hylomyscus_vulcanorum_TCD4382,internal,1.0439667256,1/68.8/58.8,1,68.8,58.8,116.3242520000593,14.514863685391393,1295415.2409685098,27.775507962798873,11.031927684165472,5435,2477,3882,275,0.014702256319522157,0.0018345378773244937,169.62357482892625,0.003510554595904812,0.0013943285748439676
361,Hylomyscus_stella_LSUMZ37742;Hylomyscus_vulcanorum_TCD4382,internal,1.1887971512,1/75.9/64,1,75.9,64,157.22374535315487,18.718846228822635,969286.7024898852,37.61180539041213,14.219702266463313,6427,2352,3015,263,0.01790907225801969,0.00213222989279219,113.8194812693618,0.0042842926746112465,0.0016197405474955363
362,mm10;Mus_caroli_10460X9;Mus_cervicolor_10460X10;Mus_cookii_10460X3;Mus_macedonicus_10460X12;Mus_minutoides_10460X2;Mus_musculoides_LSUMZ37820;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5;Mus_pahari_10460X1;Mus_platythrix_10460X13;Mus_spicilegus_10460X11;Mus_spretus_10460X4,internal,2.2937394322,1/37.7/38.9,1,37.7,38.9,17.909465274809975,1.7360246540493747,6436.810903600918,4.3034849606434,1.3124299360249148,0,460,11334,3,0.03893362016263038,0.003773966639237771,14.084925390811637,0.009355402088355216,0.0028531085565759017
363,mm10;Mus_caroli_10460X9;Mus_cervicolor_10460X10;Mus_cookii_10460X3;Mus_macedonicus_10460X12;Mus_minutoides_10460X2;Mus_musculoides_LSUMZ37820;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5;Mus_platythrix_10460X13;Mus_spicilegus_10460X11;Mus_spretus_10460X4,internal,0.2527088412,1/36.1/41.7,1,36.1,41.7,16.259297348407337,1.499342210422523,15682.393630281744,3.900094399992578,1.13260355648516,0,425,11369,4,0.03825717023154668,0.003527864024523583,37.25034116456471,0.00917669270586489,0.002664949544670965
364,Mus_minutoides_10460X2;Mus_musculoides_LSUMZ37820,internal,2.5425212627,1/92.7/87.7,1,92.7,87.7,395.7858108930264,44.92412966367375,90620.94696529741,94.46242451742391,34.16644014209532,7925,2435,1434,185,0.038203263599712975,0.004336305952092061,8.906235573985002,0.009117994644538987,0.0032979189326346834
365,mm10;Mus_caroli_10460X9;Mus_cervicolor_10460X10;Mus_cookii_10460X3;Mus_macedonicus_10460X12;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5;Mus_platythrix_10460X13;Mus_spicilegus_10460X11;Mus_spretus_10460X4,internal,0.2477784982,1/78.8/72.8,1,78.8,72.8,16.215610934981907,1.2930516297425958,24210.101227777202,3.8936451502067615,0.9784838194461113,0,497,11297,3,0.03262698377259941,0.002601713540729569,49.00830208052065,0.007834296076874771,0.0019687803208171253
366,mm10;Mus_caroli_10460X9;Mus_cervicolor_10460X10;Mus_cookii_10460X3;Mus_macedonicus_10460X12;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5;Mus_spicilegus_10460X11;Mus_spretus_10460X4,internal,1.7311567402,1/77.3/78.3,1,77.3,78.3,16.66670938159465,1.3358314132633546,24213.24850373652,4.004662488955884,1.0106317740513762,0,537,11257,5,0.031036702759021696,0.0024875817751645337,45.51362500702353,0.007457472046472783,0.001881995854844276
367,Mus_caroli_10460X9;Mus_cervicolor_10460X10;Mus_cookii_10460X3,internal,0.6630723193,1/58.4/51.8,1,58.4,51.8,73.63139590441638,8.257651483187631,1951321.469080753,17.536191214664544,6.280782004425779,4059,2613,5122,204,0.011035880681117563,0.001237657596401024,301.68853881891664,0.0026283260213825757,0.0009413642092964298
368,Mus_cervicolor_10460X10;Mus_cookii_10460X3,internal,0.7132476868,1/61.7/58.2,1,61.7,58.2,84.49068752992368,8.698002952462106,1615293.8242750335,20.114997047710077,6.6146925483397245,5277,1849,4668,178,0.01185667801430307,0.001220601031779695,232.48327925662545,0.002822761303355329,0.0009282476211534837
369,mm10;Mus_macedonicus_10460X12;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5;Mus_spicilegus_10460X11;Mus_spretus_10460X4,internal,1.665000483,1/60.4/66.6,1,60.4,66.6,16.929272066123215,1.324579991124282,116932.83146497238,4.064923923457266,1.0013253069546448,0,1092,10702,11,0.015502996397548732,0.001212985339857401,108.1709819287441,0.0037224578053637962,0.0009169645668082829
370,Mus_macedonicus_10460X12;Mus_spicilegus_10460X11;Mus_spretus_10460X4,internal,0.225357246,1/37.6/45.9,1,37.6,45.9,39.34980109110128,4.417039250011299,1329560.0355069907,9.340994958490509,3.365373668147721,1742,2821,7231,120,0.008623668878172536,0.0009680121082645844,299.2482636747672,0.0020471170191739005,0.0007375353206547712
371,Mus_macedonicus_10460X12;Mus_spicilegus_10460X11,internal,0.9203018035,1/62.5/65.7,1,62.5,65.7,63.77364175207556,8.02968581894364,2174188.2906967723,15.204951324241684,6.109438685627578,3529,3761,4504,224,0.008748099005771682,0.0011014658187851359,307.6971823799565,0.0020857272049714243,0.000838057432870724
372,mm10;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5,internal,0.9608772308,1/60.9/65,1,60.9,65,35.452741139103395,3.3322792478945886,2135401.274304995,8.47670103090775,2.526134324913995,0,11793,1,98,0.0030062529584586953,0.0002825641692440082,182.59095975245788,0.0007187908955234249,0.00021420625158263335
373,Mus_musculus-castaneus_10460X7;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5,internal,0.5300831933,1/49.2/65.7,1,49.2,65.7,0,0,0,0,0,0,0,11794,0,0,0,0,0,0
374,Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5,internal,0.5423114712,1/49.7/55.7,1,49.7,55.7,0,0,0,0,0,0,0,11794,0,0,0,0,0,0
375,mm10;Mus_musculus-domesticus_10460X15,internal,0.7981842885,,,NA,NA,35.452741139103395,3.3322792478945886,2135401.274304995,8.47670103090775,2.526134324913995,0,11793,1,98,0.0030062529584586953,0.0002825641692440082,182.59095975245788,0.0007187908955234249,0.00021420625158263335
