,Taxon,states,Locomotor Mode Notes,Source (Author; Title; Year),Scoring_1,Locomotor type,Add. Notes,Geographic Region,Taxon_Loc1,Taxon_Loc2,Taxon_clade,Geo_1,Multiple_Geo,Total Length,Head/Body Length,Tail Length,TAIL_Index,Hind Foot Length,Ear Length,Adult.mass.g,Tail/Body ratio,HindFoot/Body ratio,litter size,Genus,Species,"Mass(from lit, not averages)",Sequence_data _NOT UPDATED
Otomys_tropicalis,Otomys_tropicalis,T,"Occupies a wide range of dense, moist grassland and scrub habitats. Feeds on a range of green grass, reed and herb stems, shoots, bark and ocassionally roots, seeds and berries","Kingdon, Mammals of Africa p. 592",2,,,Africa,,,,8,,259.5,178,81.5,0.314065511,28.7,23.3,111.3,0.457865169,0.161235955,1.47,Otomys,tropicalis,111.3,Y
Melomys_leucogaster,Melomys_leucogaster,C,"tree-climbing, nests in trees but has burrows","Flannery, Mammals of New Guniea p.296 / Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 135",1,,Now described as Melomys arcium,New Guinea and surrounding island (Rossel),3,,1,5,,311,156,155,0.498392283,32,16.4,112.585,0.993589744,0.205128205,2.1125,Melomys,leucogaster,121,Y
Pelomys_fallax,Pelomys_fallax,T,Terrestrial. Runs quickly / good swimmer and in some places has become semi-aquatic,"Kingdon, Mammals of Africa p. 516 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 854",2,,,Africa,,,,8,,280,147,133,0.475,32,9.2,112.73,0.904761905,0.217687075,3.6675,Pelomys,fallax,105,Y
Arvicanthis_ansorgei,Arvicanthis_ansorgei,T,Builds nests on the surface or in shallow burrows. Intensively uses runways radiating out from the nest through matted grass.,"Kingdon, Mammals of Africa p. 382",2,,,Africa,,,,8,,285.6,151,134.6,0.471288515,33,19.6,113.9,0.891390729,0.218543046,5,Arvicanthis,ansorgei,113.9,Y
Mylomys_rex,Mylomys_rex,T,Habitat: moist evergreen montane forest. Elton Traits,"Kingdon, Mammals of Africa p. 502",,,Only known from the holotype,Africa,,,,8,,387,212,175,0.452196382,35,24,114.4,0.825471698,0.16509434,4.04,Mylomys,rex,114.4,N
Rattus_nitidus,Rattus_nitidus,C,"Often climb into the upper parts of houses/ It is a good climber, judging from its lamellated paw pads and from captures in houses built on stilts of slippery bamboo. / Arboreal, nocturnal","Heany, The Mammals of Luzon Island pg. 179 / Lekagul and McNeely, Mammals of Thailand p. 463 / Smith and Xie, A Guide to the Mammals of China p. 271 / 2005 Rodent CAMP report / IUCN map",1,,,"Philippines/ Thailand/ China, India",,,,2,"2,3",348,171,177,0.50862069,37.5,18,114.51,1.035087719,0.219298246,3.09,Rattus,nitidus,129,Y
Batomys_russatus,Batomys_russatus,T,"A short tail relative to combinedlengths of head and body as well asmoderately long hind feet suggest B. russatusto be terrestrial.","Musser et al., Novitates #3237 Philippine Rodents: Redefinitions of Known Species of Batomys (Muridae, Murinae) and Description of a New Species from Dinagat Island p. 42",2,,,Philippines,1,,1,9,,256,146,110,0.4296875,30,18,115,0.753424658,0.205479452,NA,Batomys,russatus,115,N
Zyzomys_palatalis,Zyzomys_palatalis,T,"Terrestrial, agile but does not climb trees","Van Dyck and Strahan, The Mammals of Australia 3rd edition / IUCN map",2,,,Australia,3,,1,5,,257,126,131,0.509727627,,,115,1.03968254,0,NA,Zyzomys,palatalis,115,Y
Chrotomys_silaceus,Chrotomys_silaceus,T,Forages on the ground,"Heany, The Mammals of Luzon Island pg. 156",2,,,Philippines,1,,2,9,,269,160,109,0.405204461,36.5,21,115.5,0.68125,0.228125,NA,Chrotomys,silaceus,115.5,Y
Parotomys_littledalei,Parotomys_littledalei,T,Terrestrial,"Kingdon, Mammals of Africa p. 600",2,,,Africa,,,,8,,261,153,108,0.413793103,27,19,115.995,0.705882353,0.176470588,2.91,Parotomys,littledalei,105,Y
Berylmys_manipulus,Berylmys_manipulus,T,"Strictly terrestrial, digging extensive burrows","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 834 /Francis, A Guide to the Mammals of Southeast Asia p. 357",2,,,"Assam, Burma",,,,2,,323.5,160,163.5,0.505409583,55.5,24,116,1.021875,0.346875,NA,Berylmys,manipulus,116,Y
Saxatilomys_paulinae,Saxatilomys_paulinae,T,"Known only from limeston rocky outcrops/ We suspect S. paulinae is petricolous. Large and bulbous plantar pads, along with a naked plantar surface, would provide trac- tion on eroded limestone surfaces within a creviscular environment, the labyrinth of large and narrow passageways honeycomb- ing the talus that consists of small to large limestone blocks.","Francis, A Guide to the Mammals of Southeast Asia p. 359 / Musser et al., Novitates #3497 Description of a New Genus and Species of Rodent (Murinae, Muridae, Rodentia) from the Khammouan Limestone National Biodiversity Conservation Area in Lao PDR p. 26 /  Nguyen 2015 Saxicomys",2,,,"Asia, Laos",,,,2,,318,150,168,0.528301887,32,25,116,1.12,0.213333333,NA,Saxatilomys,paulinae,,Y
Bunomys_torajae,Bunomys_torajae,T,"terrestrial, invertabrate feeder","Systematic revision of Bunomys, Musser, 2014",2,,measurements were averaged across all localities from reference,Sulawesi,2,,2,4,,343.1,177.8,165.3,0.481783737,37.6,26.8,116.8,0.929696288,0.211473566,NA,Bunomys,torajae,116.8,Y
Mammelomys_lanosus,Mammelomys_lanosus,T,Elton Traits,"Flannery, Mammals of New Guniea p.295",,,,New Guinea,3,1,1,5,,286,162.3,123.7,0.432517483,36.6,19.6,116.8,0.762168823,0.225508318,2.385,Mammelomys,lanosus,116.5,Y
Rattus_blangorum,Rattus_blangorum,T,Elton Traits,,,,,Suamtra,,,,3,,,,,#DIV/0!,,,117,#DIV/0!,#DIV/0!,5.88,Rattus,blangorum,149.96,N
Rattus_lugens,Rattus_lugens,T,Elton Traits,"Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 787 / Musser 1983 Sumatra",,,,"Siberut, Sipura, and Pagi Islands off western Sumatra",,,,3,,440,229,211,0.479545455,41,,117,0.92139738,0.179039301,5.95,Rattus,lugens,224,N
Rattus_simalurensis,Rattus_simalurensis,T,Elton Traits,/ IUCN map,,,,,,,,3,,,,,#DIV/0!,,,117,#DIV/0!,#DIV/0!,5.88,Rattus,simalurensis,153.12,N
Otomys_barbouri,Otomys_barbouri,T,Terrestrial. Temperature in preferred habitat is often below freezing at night; however they do not build nests or show eusocial behavior (huddling). Seeks shelter in dense vegetation.,"Kingdon, Mammals of Africa p. 579",2,,,Africa,,,,8,,256,177,79,0.30859375,27,23,117.8,0.446327684,0.152542373,1.715,Otomys,barbouri,117.8,Y
Dasymys_foxi,Dasymys_foxi,SA,Very little is known about this species. Described as a 'water rat' and 'a great swimmer',"Kingdon, Mammals of Africa p. 394",2,,,Africa,,,,8,,294,157,137,0.465986395,33.6,21,118,0.872611465,0.214012739,2.585,Dasymys,foxi,118,N
Otomys_anchietae,Otomys_anchietae,T,Elton Traits,"Kingdon, Mammals of Africa p. 576",,,Very little is known about this species,Africa,,,,8,,247.7,155.7,92,0.371417037,30.3,20.7,118,0.590879897,0.19460501,1.715,Otomys,anchietae,118,N
Bunomys_coelestis,Bunomys_coelestis,T,"terrestrial, invertabrate feeder","Systematic revision of Bunomys, Musser, 2014",2,,measurements were averaged across all localities from reference,Sulawesi,2,,2,4,,310.9,159.3,151.6,0.487616597,36.9,23.3,120,0.951663528,0.231638418,NA,Bunomys,coelestis,120,N
Maxomys_dollmani,Maxomys_dollmani,C,Appears to be scansorial,"Musser, Definition and contents of the Sundaic genus Maxomys (reprinted from journal of mammalogy vol.60, No.3) p. 604",1,,Syn. Rattus dollmani,Sulawesi,2,,3,4,,362.2,158.9,203.3,0.561292104,26.8,18.2,120,1.27942102,0.168659534,NA,Maxomys,dollmani,120,Y
Melomys_cervinipes,Melomys_cervinipes,A,"Excellent climber, moving easily amongst the smallest branches of trees. If vines entangle the trunk of a tree it is readily climbed, but a smooth-barked tree is inaccessible. Nests in trees. ","Strahan, Complete Book of Australian Mammals p. 375 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 811",1,,,"Australia/ Queensland, New South Wales",3,,1,6,,286.7,140,146.7,0.511684688,28.7,19,120,1.047857143,0.205,2.275,Melomys,cervinipes,85.8,Y
Rattus_ranjiniae,Rattus_ranjiniae,T,"nocturnal, fossorial","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 787 / 2005 Rodent CAMP report",2,,,extreme southern India,,,,1,,,,,#DIV/0!,,,120,#DIV/0!,#DIV/0!,NA,Rattus,ranjiniae,120,N
Margaretamys_elegans,Margaretamys_elegans,A,arboreal forest dwellers/ An arboreal rat ,"Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 779 /Musser 1981 p .287",1,,Locomotor mode notes are general for genus,Sulawesi,2,,5,4,,439.8,180,259.8,0.590723056,36.5,24.3,121,1.443333333,0.202777778,NA,Margaretamys,elegans,121,Y
Melomys_arcium,Melomys_arcium,C,"tree-climbing, nests in trees but has burrows","Flannery, Mammals of New Guniea p.296 / Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 135",1,,Syn. Melomys leucogaster,New Guinea and surrounding island (Rossel),3,,1,5,,311,156,155,0.498392283,32,16.4,121,0.993589744,0.205128205,2.075,Melomys,arcium,121,N
Rattus_tiomanicus,Rattus_tiomanicus,C,"Constructs a loose, spherical nest of vegetation on the surface of the ground under some shelter (Medway 1978). / Climbs well and spend much of time in trees, but also often found on groud","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 788 / Francis, A Guide to the Mammals of Southeast Asia p. 351 / IUCN map",1,,,"Malay Peninsula, Nicobar Islands, Sumatra, Java, Borneo, Palawan, Mindoro, and many small nearby islands",,,,3,,334.4,161.3,173.1,0.517643541,31.5,,121.23,1.073155611,0.195288283,4.875,Rattus,tiomanicus,127.4,Y
Paulamys_naso,Paulamys_naso,T,"Trapped in a dry creek bed, diet would suggest that Paulamys sp. cL P. naso feeds on the ground, using its long snout, and claws, to dig for a variety of food among leaf litter or just beneath the soil.",Kitchener et al 1991 Paulamys naso,2,,,western Flores in the East Indies,2,,NA,4,,281,164,117,0.416370107,39.3,24.2,122,0.713414634,0.239634146,NA,Paulamys,naso,122,N
Rhynchomys_isarogensis,Rhynchomys_isarogensis,T,Forages for invertebrates on or beneath the ground surface,"Heany, The Mammals of Luzon Island pg. 160",2,,,Philippines,1,,2,9,,287.5,187,105,0.365217391,37,22,122.395,0.561497326,0.197860963,NA,Rhynchomys,isarogensis,122.5,Y
Carpomys_phaeurus,Carpomys_phaeurus,A,"Primarily arboreal, one was captured 5 m above ground. / Broad hindfoot is adapted to arboreal life, Taylor stated that both species are arboreal ","Heany, The Mammals of Luzon Island pg. 127 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 798",1,,,Philippines,1,,1,9,,329,177.8,164.3,0.499392097,31.5,19,123,0.924071991,0.177165354,NA,Carpomys,phaeurus,123,Y
Crateromys_heaneyi,Crateromys_heaneyi,A,"nocturnal and only occasionally during the day come out of their preferred dens inside holes in the trunks of large trees. They report that the cloudrunners are good climbers, fairly agile, but generally slow moving, except when being pursued.",Gonzales and Kennedy 1996 Crateromys heanyi,1,,,Philippines,1,,1,9,,599.5,279.5,320,0.533778149,63.5,22,124,1.14490161,0.227191413,NA,Crateromys,heaneyi,124,Y
Zyzomys_pedunculatus,Zyzomys_pedunculatus,T,"Appears to be restricted to rocky ranges around Alic Springs, NT. ","Strahan, Complete Book of Australian Mammals p. 390 / Van Dyck and Strahan, The Mammals of Australia 3rd edition / IUCN map",2,,Only six specimen,Australia,3,,1,6,,280,140,140,0.5,28,23,125,1,0.2,NA,Zyzomys,pedunculatus,150,N
Mastacomys_fuscus,Mastacomys_fuscus,T,"Found in alpine and subalpine heathlands and open eucalypt woodlands of the Snowy Mountains and Victorian alps, in clearing with dense undergrowth i nthe wer sclerophyll forests of the Dandenong and Otway ranges, and in wet sedgelands and subalpine heathlands in Tasmania.","Strahan, Complete Book of Australian Mammals p. 423 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 824",2,,,"Australia/ New South Wales, Victoria, Tasmania",3,2,1,6,,270,161.7,108.3,0.401111111,34,23,125.36,0.669758813,0.210265925,1.5025,Mastacomys,fuscus,125,Y
Otomys_cuanzensis,Otomys_cuanzensis,T,Elton Traits,"Kingdon, Mammals of Africa p. 581",,,,Africa,,,,8,,285,180.3,104.7,0.367368421,32,22,127.2,0.580698835,0.177481975,2.86,Otomys,cuanzensis,127.2,N
Otomys_dartmouthi,Otomys_dartmouthi,T,Elton Traits,"Taylor, Zootaxa 3024 Specific Limits and diversity patterns in East African populations of laminate, toothed rats, genus otomys p. 45",,,,Uganda,,,,8,,,,,#DIV/0!,,,127.2,#DIV/0!,#DIV/0!,1.6,Otomys,dartmouthi,127.2,N
Otomys_jacksoni,Otomys_jacksoni,T,Elton Traits,"Taylor, Zootaxa 3024 Specific Limits and diversity patterns in East African populations of laminate, toothed rats, genus otomys p. 45",,,,Uganda,,,,8,,,,,#DIV/0!,,,127.2,#DIV/0!,#DIV/0!,1.6,Otomys,jacksoni,127.2,Y
Otomys_lacustris,Otomys_lacustris,T,It occurs in montane grassland and swamp. Its is not known if the species is found in farmland.,"Kingdon, Mammals of Africa p. 585 / IUCN Redlist",2,,,Africa,,,,8,,260.5,158,102.5,0.393474088,30.6,21,127.2,0.648734177,0.193670886,1.715,Otomys,lacustris,127.2,Y
Otomys_orestes,Otomys_orestes,T,"Discontinuous in alpine settings, ca. 2700–4200 m, common name is the Afroalpine vlei rat","Taylor, Zootaxa 3024 Specific Limits and diversity patterns in East African populations of laminate, toothed rats, genus otomys p. 46 / Carleton and Schaefer 2006 Otomys",2,,,Kenya,,,,8,,236.5,156.7,79.8,0.337420719,27.1,22,127.2,0.50925335,0.172941927,1.675,Otomys,orestes,127.2,Y
Otomys_uzungwensis,Otomys_uzungwensis,T,Elton Traits,"Taylor, Zootaxa 3024 Specific Limits and diversity patterns in East African populations of laminate, toothed rats, genus otomys p. 52",,,,Africa,,,,8,,,,,#DIV/0!,,,127.2,#DIV/0!,#DIV/0!,1.6,Otomys,uzungwensis,127.2,N
Arvicanthis_blicki,Arvicanthis_blicki,T,Terrestrial,"Kingdon, Mammals of Africa p. 384",2,,,Africa,,,,8,,261,161,100,0.383141763,30.8,19,128,0.621118012,0.191304348,NA,Arvicanthis,blicki,128,Y
Dasymys_nudipes,Dasymys_nudipes,T,Terrestrial and semi-aquatic. ,"Kingdon, Mammals of Africa p. 398",2,,,Africa,,,,8,,340,172,168,0.494117647,41.6,22.4,128,0.976744186,0.241860465,2.585,Dasymys,nudipes,128,N
Otomys_irroratus,Otomys_irroratus,T,Feeds on stems and leaves of palatable grasses and may feed on the soft outer bark of pine trees in forestry plantations. Use runways in the grasses/ terrestrial or semi-aquatic,"Kingdon, Mammals of Africa p. 584 / Bronner et al., Mammalian Species, The American Society of Mammologists No.308",2,,,Africa,,,,8,,259,161,98,0.378378378,32,21,129.225,0.608695652,0.198757764,1.6825,Otomys,irroratus,144,Y
Parotomys_brantsii,Parotomys_brantsii,C,Terrestrial; occasionally scansorial (some individuals occasionally climb into shrubs to feed),"Kingdon, Mammals of Africa p. 598",1,,,Africa,,,,8,,255.2,157.5,97.7,0.382836991,30.7,19,129.35,0.62031746,0.194920635,2.04,Parotomys,brantsii,129.2,Y
Rattus_satarae,Rattus_satarae,A,"It is a strictly canopy dwelling animal coming to the ground occasionally only to the base of the tree or vine. It lives in nests or burrow in the middle or high canopy, is frugivorous and insectivorous. It is a slow mover, almost reluctant to move even when released from the trap, and prefers to run rather than hop like Rattus rattus wroughtoni or R. r. rufescens (S. Molur pers. comm.).",IUCN red list. ,1,,,India,,,,1,,389,151,238,0.611825193,32.5,24,130,1.57615894,0.215231788,5.95,Rattus,satarae,149.96,Y
Bunomys_prolatus,Bunomys_prolatus,T,"terrestrial, invertabrate feeder","Systematic revision of Bunomys, Musser, 2014",2,,measurements were averaged across all localities from reference,Sulawesi,2,,2,4,,299.6,167.2,132.4,0.441922563,33.9,25.7,131,0.791866029,0.202751196,NA,Bunomys,prolatus,131,N
Rattus_korinchi,Rattus_korinchi,T,Elton Traits,"Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 787",,,,central Sumatra,,,,3,,384,167.5,216.5,0.563802083,34.5,,131,1.292537313,0.205970149,NA,Rattus,korinchi,131,N
Dasymys_incomtus,Dasymys_incomtus,T,Terrestrial and semi-aquatic. Swim well and readilt take to water,"Kingdon, Mammals of Africa p. 396",2,,,Africa,,,,8,,299.1,154.3,144.8,0.484119024,33.8,20.9,131.525,0.938431627,0.219053791,2.6275,Dasymys,incomtus,135.3,Y
Bunomys_karokophilus,Bunomys_karokophilus,T,"terrestrial, invertabrate feeder","Systematic revision of Bunomys, Musser, 2014",2,,measurements were averaged across all localities from reference,Sulawesi,2,,2,4,,338.2,173.8,164.4,0.486102898,39.3,23.3,133.2,0.945914845,0.226121979,NA,Bunomys,karokophilus,133.2,N
Rattus_novaeguineae,Rattus_novaeguineae,C,"probably ground-dwelling, though one found on a downed log 2 meters up/ ground dweller ","Flannery, Mammals of New Guniea p.332/ Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 788",1,,,New Guinea,3,,2,5,,334.8,172.8,162,0.483870968,30.8,20.8,133.85,0.9375,0.178240741,5.37,Rattus,novaeguineae,134.7,Y
Bunomys_andrewsi,Bunomys_andrewsi,T,"terrestrial, invertabrate feeder","Systematic revision of Bunomys, Musser, 2014",2,,measurements were averaged across all localities from reference,Sulawesi,2,,2,4,,304.1,161.7,142.4,0.468267017,37.75,25.1,135,0.880643166,0.233457019,NA,Bunomys,andrewsi,135,Y
Zyzomys_woodwardi,Zyzomys_woodwardi,T,"Restricted to rugged, rocky habitat but is mroe abundant in wetter, heavily vegetated areas than is the common rock-rat. ","Strahan, Complete Book of Australian Mammals p. 388 / Van Dyck and Strahan, The Mammals of Australia 3rd edition / IUCN map",2,,,Australia,3,,1,5,,265,150,117,0.441509434,30,22,135,0.78,0.2,2.23,Zyzomys,woodwardi,140,Y
Melomys_caurinus,Melomys_caurinus,T,Its short tail suggests that it may be largely terrestrial,"Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 132 / IUCN map",2,,,Talaud Islands,3,,1,5,,313,176,137,0.437699681,30,15,136,0.778409091,0.170454546,2.075,Melomys,caurinus,136,N
Rattus_mindorensis,Rattus_mindorensis,T,Elton Traits,,,,Thought to be an insular R. tiomanicus,Mindoro Island,1,,NA,9,,,,,#DIV/0!,,,136,#DIV/0!,#DIV/0!,6.4,Rattus,mindorensis,136,N
Rattus_montanus,Rattus_montanus,T,"terrestrial, crepuscular","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 787 / 2005 Rodent CAMP report",2,,,Sri Lanka,,,,1,,,,,#DIV/0!,,,136,#DIV/0!,#DIV/0!,NA,Rattus,montanus,136,N
Chrotomys_gonzalesi,Chrotomys_gonzalesi,T,Burrows through humus and soil. ,"Heany, The Mammals of Luzon Island pg. 154",2,,,Philippines,1,,2,9,,262.5,168.5,94,0.358095238,36.5,21.5,136.8,0.557863502,0.216617211,NA,Chrotomys,gonzalesi,133.4,Y
Stenocephalemys_albocaudata,Stenocephalemys_albocaudata,T,Often uses burrows and runways,"Kingdon, Mammals of Africa p. 550 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 842",2,,,Africa,,,,8,,305,164,141,0.462295082,32,27,137,0.859756098,0.195121951,NA,Stenocephalemys,albocaudata,130,Y
Taeromys_punicans,Taeromys_punicans,T,known from 2 specimens / Elton Traits,,,,,Sulawesi,2,,2,4,,,,,#DIV/0!,,,138,#DIV/0!,#DIV/0!,NA,Taeromys,punicans,138,Y
Otomys_denti,Otomys_denti,C,"Individuals of this species have been reported to damage cypress trees, eating the bark and cambium trees 1-8 years old","Kingdon, Mammals of Africa p. 582",2,,,Africa,,,,8,,267,162.5,104.5,0.391385768,28.8,23.5,140,0.643076923,0.177230769,1.64,Otomys,denti,160,Y
