loci	withRef_len	noRef_len
ENSMUSG00000032850.phy	625	2179
ENSMUSG00000032852.phy	288	713
ENSMUSG00000032854.phy	1235	1226
ENSMUSG00000032855.phy	14928	14941
ENSMUSG00000032860.phy	487	487
ENSMUSG00000032864.phy	2539	2901
ENSMUSG00000032867.phy	2229	1258
ENSMUSG00000032869.phy	3052	1275
ENSMUSG00000032870.phy	1317	1543
ENSMUSG00000032872.phy	2057	1129
ENSMUSG00000032875.phy	3815	3881
ENSMUSG00000032878.phy	1630	1252
ENSMUSG00000032883.phy	3016	7627
ENSMUSG00000032890.phy	341	1028
ENSMUSG00000032892.phy	875	1064
ENSMUSG00000032897.phy	4359	5116
ENSMUSG00000032898.phy	1404	1366
ENSMUSG00000032899.phy	1317	1184
ENSMUSG00000032902.phy	901	939
ENSMUSG00000032905.phy	1233	1283
ENSMUSG00000032908.phy	1093	714
ENSMUSG00000032911.phy	2612	2611
ENSMUSG00000032913.phy	5621	5648
ENSMUSG00000032915.phy	1689	1696
ENSMUSG00000032921.phy	873	854
ENSMUSG00000032925.phy	301	301
ENSMUSG00000032932.phy	2130	1741
ENSMUSG00000032936.phy	3314	3317
ENSMUSG00000032937.phy	2810	4601
ENSMUSG00000032939.phy	9021	6134
ENSMUSG00000032940.phy	1052	1168
ENSMUSG00000032942.phy	962	1326
ENSMUSG00000032946.phy	950	907
ENSMUSG00000032948.phy	596	361
ENSMUSG00000032959.phy	594	630
ENSMUSG00000032965.phy	782	3839
ENSMUSG00000032966.phy	452	354
ENSMUSG00000032968.phy	1025	1025
ENSMUSG00000032977.phy	330	353
ENSMUSG00000032978.phy	215	215
ENSMUSG00000032988.phy	514	530
ENSMUSG00000032997.phy	1209	3081
ENSMUSG00000032998.phy	5824	5698
ENSMUSG00000033004.phy	11633	32555
ENSMUSG00000033006.phy	863	863
ENSMUSG00000033007.phy	3596	3185
ENSMUSG00000033009.phy	325	3642
ENSMUSG00000033014.phy	9369	11201
ENSMUSG00000033016.phy	2454	2529
ENSMUSG00000033020.phy	265	262
ENSMUSG00000033021.phy	2671	3187
ENSMUSG00000033022.phy	1122	1163
ENSMUSG00000033029.phy	515	504
ENSMUSG00000033031.phy	9167	8874
ENSMUSG00000033032.phy	2171	1953
ENSMUSG00000033033.phy	931	941
ENSMUSG00000033039.phy	458	444
ENSMUSG00000033044.phy	1217	1272
ENSMUSG00000033054.phy	10437	10439
ENSMUSG00000033055.phy	2030	2228
ENSMUSG00000033059.phy	9132	8709
ENSMUSG00000033060.phy	1905	14367
ENSMUSG00000033065.phy	284	281
ENSMUSG00000033066.phy	477	567
ENSMUSG00000033068.phy	3278	2320
ENSMUSG00000033080.phy	1116	1102
ENSMUSG00000033082.phy	800	791
ENSMUSG00000033083.phy	9322	9198
ENSMUSG00000033088.phy	4645	4673
ENSMUSG00000033096.phy	4267	4140
ENSMUSG00000033099.phy	121	118
ENSMUSG00000033102.phy	2002	2010
ENSMUSG00000033105.phy	683	731
ENSMUSG00000033106.phy	791	814
ENSMUSG00000033114.phy	619	528
ENSMUSG00000033122.phy	735	226
ENSMUSG00000033124.phy	3154	1896
ENSMUSG00000033126.phy	517	633
ENSMUSG00000033128.phy	269	258
ENSMUSG00000033147.phy	2072	2076
ENSMUSG00000033149.phy	9440	4811
ENSMUSG00000033152.phy	1202	1238
ENSMUSG00000033159.phy	510	511
ENSMUSG00000033161.phy	8736	7039
ENSMUSG00000033166.phy	2645	5588
ENSMUSG00000033170.phy	632	632
ENSMUSG00000033174.phy	1932	1659
ENSMUSG00000033177.phy	6561	2565
ENSMUSG00000033184.phy	2562	2580
ENSMUSG00000033186.phy	832	375
ENSMUSG00000033187.phy	349	351
ENSMUSG00000033191.phy	3472	3570
ENSMUSG00000033192.phy	4904	1498
ENSMUSG00000033200.phy	1137	1102
ENSMUSG00000033207.phy	2077	2075
ENSMUSG00000033208.phy	814	796
ENSMUSG00000033209.phy	5146	5140
ENSMUSG00000033210.phy	5114	5169
ENSMUSG00000033213.phy	261	1211
ENSMUSG00000033214.phy	2199	2190
ENSMUSG00000033216.phy	3874	3857
ENSMUSG00000033220.phy	148	117
ENSMUSG00000033227.phy	1190	1158
ENSMUSG00000033228.phy	1968	5947
ENSMUSG00000033237.phy	5995	4489
ENSMUSG00000033249.phy	4151	3398
ENSMUSG00000033257.phy	3310	8488
ENSMUSG00000033268.phy	11523	9881
ENSMUSG00000033276.phy	3308	4437
ENSMUSG00000033278.phy	7789	7614
ENSMUSG00000033282.phy	4867	4828
ENSMUSG00000033285.phy	628	725
ENSMUSG00000033287.phy	2191	2173
ENSMUSG00000033294.phy	2149	1494
ENSMUSG00000033295.phy	4687	4723
ENSMUSG00000033306.phy	871	837
ENSMUSG00000033308.phy	6609	7406
ENSMUSG00000033313.phy	1077	1051
ENSMUSG00000033316.phy	4460	4407
ENSMUSG00000033323.phy	1760	1751
ENSMUSG00000033326.phy	4081	4171
ENSMUSG00000033335.phy	5611	5622
ENSMUSG00000033342.phy	591	604
ENSMUSG00000033352.phy	4804	3266
ENSMUSG00000033356.phy	480	446
ENSMUSG00000033364.phy	2881	2446
ENSMUSG00000033365.phy	6180	7314
ENSMUSG00000033368.phy	1435	3398
ENSMUSG00000033373.phy	2490	2462
ENSMUSG00000033377.phy	4530	4546
ENSMUSG00000033379.phy	1636	1658
ENSMUSG00000033382.phy	13524	5174
ENSMUSG00000033386.phy	1987	2012
ENSMUSG00000033389.phy	8135	7886
ENSMUSG00000033392.phy	5760	8089
ENSMUSG00000033396.phy	10155	6297
ENSMUSG00000033400.phy	2352	4327
ENSMUSG00000033405.phy	299	300
ENSMUSG00000033409.phy	465	1109
ENSMUSG00000033411.phy	8729	3404
ENSMUSG00000033417.phy	3314	3241
ENSMUSG00000033419.phy	4936	4911
ENSMUSG00000033420.phy	411	404
ENSMUSG00000033423.phy	581	564
ENSMUSG00000033427.phy	411	500
ENSMUSG00000033429.phy	617	666
ENSMUSG00000033430.phy	699	712
ENSMUSG00000033436.phy	1296	1293
ENSMUSG00000033439.phy	3292	2009
ENSMUSG00000033444.phy	2514	2515
ENSMUSG00000033453.phy	1720	1733
ENSMUSG00000033458.phy	873	869
ENSMUSG00000033478.phy	5287	1359
ENSMUSG00000033487.phy	6633	7555
ENSMUSG00000033488.phy	1299	742
ENSMUSG00000033498.phy	11270	4895
ENSMUSG00000033499.phy	3629	2438
ENSMUSG00000033501.phy	720	639
ENSMUSG00000033502.phy	560	553
ENSMUSG00000033526.phy	7387	7473
ENSMUSG00000033538.phy	143	148
ENSMUSG00000033540.phy	2831	3176
ENSMUSG00000033542.phy	1310	1331
ENSMUSG00000033543.phy	572	142
ENSMUSG00000033544.phy	1597	1670
ENSMUSG00000033545.phy	993	971
ENSMUSG00000033554.phy	791	2180
ENSMUSG00000033557.phy	934	899
ENSMUSG00000033565.phy	3337	2505
ENSMUSG00000033569.phy	13723	9443
ENSMUSG00000033577.phy	2704	11334
ENSMUSG00000033578.phy	169	978
ENSMUSG00000033579.phy	1671	1757
ENSMUSG00000033581.phy	3681	1584
ENSMUSG00000033589.phy	1407	1828
ENSMUSG00000033590.phy	9247	16068
ENSMUSG00000033594.phy	1109	1109
ENSMUSG00000033595.phy	2195	2246
ENSMUSG00000033597.phy	7128	7146
ENSMUSG00000033615.phy	1231	1383
ENSMUSG00000033618.phy	2193	4960
ENSMUSG00000033623.phy	1049	3573
ENSMUSG00000033624.phy	5635	5661
ENSMUSG00000033628.phy	3047	3058
ENSMUSG00000033629.phy	1567	466
ENSMUSG00000033633.phy	1430	1293
ENSMUSG00000033644.phy	1438	1587
ENSMUSG00000033653.phy	10903	9275
ENSMUSG00000033658.phy	2453	5244
ENSMUSG00000033671.phy	6398	5790
ENSMUSG00000033676.phy	802	4700
ENSMUSG00000033684.phy	643	673
ENSMUSG00000033685.phy	1627	1655
ENSMUSG00000033688.phy	2335	2304
ENSMUSG00000033697.phy	4875	4404
ENSMUSG00000033701.phy	1387	1933
ENSMUSG00000033703.phy	2123	2153
ENSMUSG00000033705.phy	15438	15451
ENSMUSG00000033706.phy	2837	899
ENSMUSG00000033707.phy	688	697
ENSMUSG00000033712.phy	6863	6871
ENSMUSG00000033713.phy	715	722
ENSMUSG00000033715.phy	1691	3376
ENSMUSG00000033720.phy	446	2862
ENSMUSG00000033721.phy	9957	9955
ENSMUSG00000033726.phy	274	274
ENSMUSG00000033728.phy	2578	1611
ENSMUSG00000033730.phy	1219	1225
ENSMUSG00000033732.phy	3948	3972
ENSMUSG00000033739.phy	1029	1029
ENSMUSG00000033740.phy	3169	8848
ENSMUSG00000033751.phy	754	736
ENSMUSG00000033752.phy	361	344
ENSMUSG00000033760.phy	1737	1466
ENSMUSG00000033762.phy	496	484
ENSMUSG00000033763.phy	750	731
ENSMUSG00000033767.phy	1084	1091
ENSMUSG00000033768.phy	12307	12246
ENSMUSG00000033769.phy	7431	5767
ENSMUSG00000033770.phy	631	5189
ENSMUSG00000033773.phy	2113	3638
ENSMUSG00000033781.phy	1248	1271
ENSMUSG00000033788.phy	23109	24242
ENSMUSG00000033790.phy	3349	3411
ENSMUSG00000033792.phy	2643	2658
ENSMUSG00000033793.phy	5343	5310
ENSMUSG00000033799.phy	10274	10239
ENSMUSG00000033808.phy	5763	9236
ENSMUSG00000033809.phy	3192	3180
ENSMUSG00000033813.phy	444	445
ENSMUSG00000033819.phy	4178	4106
ENSMUSG00000033825.phy	1474	1562
ENSMUSG00000033826.phy	4104	4133
ENSMUSG00000033831.phy	1174	1182
ENSMUSG00000033837.phy	1325	1325
ENSMUSG00000033845.phy	1792	1772
ENSMUSG00000033849.phy	294	283
ENSMUSG00000033854.phy	422	739
ENSMUSG00000033855.phy	1189	1187
ENSMUSG00000033857.phy	2505	2528
ENSMUSG00000033860.phy	738	866
ENSMUSG00000033862.phy	3941	3923
ENSMUSG00000033871.phy	1958	1936
ENSMUSG00000033880.phy	1011	1026
ENSMUSG00000033882.phy	895	1648
ENSMUSG00000033883.phy	844	875
ENSMUSG00000033885.phy	6059	5994
ENSMUSG00000033900.phy	969	978
ENSMUSG00000033902.phy	9539	11771
ENSMUSG00000033904.phy	2429	7400
ENSMUSG00000033906.phy	766	1972
ENSMUSG00000033909.phy	4276	1812
ENSMUSG00000033910.phy	1250	1333
ENSMUSG00000033916.phy	797	1012
ENSMUSG00000033917.phy	1182	2600
ENSMUSG00000033918.phy	1025	1061
ENSMUSG00000033931.phy	181	3062
ENSMUSG00000033933.phy	460	326
ENSMUSG00000033938.phy	656	531
ENSMUSG00000033940.phy	256	292
ENSMUSG00000033943.phy	8303	8457
ENSMUSG00000033949.phy	3669	3672
ENSMUSG00000033952.phy	10924	2581
ENSMUSG00000033955.phy	7876	3323
ENSMUSG00000033960.phy	128	133
ENSMUSG00000033963.phy	546	573
ENSMUSG00000033964.phy	5633	5718
ENSMUSG00000033965.phy	487	498
ENSMUSG00000033970.phy	1433	1418
ENSMUSG00000033981.phy	2129	2559
ENSMUSG00000033983.phy	3429	2955
ENSMUSG00000033985.phy	3864	3874
ENSMUSG00000033987.phy	25915	25999
ENSMUSG00000033991.phy	1405	7279
ENSMUSG00000033998.phy	1535	1538
ENSMUSG00000034006.phy	1070	2684
ENSMUSG00000034007.phy	1527	1528
ENSMUSG00000034009.phy	6868	6113
ENSMUSG00000034021.phy	3040	3071
ENSMUSG00000034022.phy	7834	7868
ENSMUSG00000034023.phy	1040	4165
ENSMUSG00000034024.phy	568	529
ENSMUSG00000034031.phy	813	805
ENSMUSG00000034032.phy	3934	3776
ENSMUSG00000034037.phy	3156	3155
ENSMUSG00000034039.phy	227	220
ENSMUSG00000034041.phy	570	286
ENSMUSG00000034042.phy	1044	1118
ENSMUSG00000034055.phy	494	491
ENSMUSG00000034057.phy	4593	4621
ENSMUSG00000034059.phy	2002	1983
ENSMUSG00000034063.phy	561	1870
ENSMUSG00000034064.phy	2714	2500
ENSMUSG00000034066.phy	5861	9166
ENSMUSG00000034075.phy	6140	3561
ENSMUSG00000034083.phy	5727	5627
ENSMUSG00000034088.phy	1857	1900
ENSMUSG00000034098.phy	6594	6589
ENSMUSG00000034105.phy	1611	1623
ENSMUSG00000034107.phy	4425	4480
ENSMUSG00000034108.phy	3678	3755
ENSMUSG00000034109.phy	2320	7401
ENSMUSG00000034110.phy	1310	1211
ENSMUSG00000034111.phy	584	589
ENSMUSG00000034112.phy	1843	2788
ENSMUSG00000034115.phy	8250	3744
ENSMUSG00000034116.phy	5081	7592
ENSMUSG00000034118.phy	2419	2394
ENSMUSG00000034120.phy	1959	1930
ENSMUSG00000034121.phy	1437	2980
ENSMUSG00000034126.phy	2558	4887
ENSMUSG00000034135.phy	11679	12042
ENSMUSG00000034139.phy	2354	2355
ENSMUSG00000034145.phy	4888	4707
ENSMUSG00000034152.phy	3625	2645
ENSMUSG00000034154.phy	10314	10388
ENSMUSG00000034156.phy	12154	4438
ENSMUSG00000034157.phy	648	872
ENSMUSG00000034158.phy	273	273
ENSMUSG00000034159.phy	2568	2548
ENSMUSG00000034160.phy	4458	2837
ENSMUSG00000034163.phy	4347	3000
ENSMUSG00000034165.phy	193	338
ENSMUSG00000034173.phy	379	377
ENSMUSG00000034175.phy	2777	2778
ENSMUSG00000034177.phy	689	3737
ENSMUSG00000034187.phy	1959	1982
ENSMUSG00000034189.phy	1778	1117
ENSMUSG00000034190.phy	3666	3663
ENSMUSG00000034192.phy	365	352
ENSMUSG00000034205.phy	948	3631
ENSMUSG00000034206.phy	10002	14924
ENSMUSG00000034209.phy	889	865
ENSMUSG00000034210.phy	3736	3660
ENSMUSG00000034212.phy	1150	1872
ENSMUSG00000034216.phy	2951	3189
ENSMUSG00000034218.phy	8360	8508
ENSMUSG00000034219.phy	824	830
ENSMUSG00000034220.phy	2648	1954
ENSMUSG00000034224.phy	2592	1137
ENSMUSG00000034226.phy	1400	1400
ENSMUSG00000034235.phy	7118	7145
ENSMUSG00000034243.phy	15723	15337
ENSMUSG00000034245.phy	4156	1767
ENSMUSG00000034247.phy	1583	1528
ENSMUSG00000034248.phy	1171	1161
ENSMUSG00000034252.phy	2306	2259
ENSMUSG00000034254.phy	2013	2079
ENSMUSG00000034255.phy	1791	1797
ENSMUSG00000034258.phy	934	2303
ENSMUSG00000034259.phy	499	205
ENSMUSG00000034263.phy	2539	2185
ENSMUSG00000034265.phy	3577	1761
ENSMUSG00000034266.phy	967	998
ENSMUSG00000034269.phy	13854	13799
ENSMUSG00000034271.phy	309	313
ENSMUSG00000034274.phy	1181	7516
ENSMUSG00000034275.phy	4581	4583
ENSMUSG00000034278.phy	538	4296
ENSMUSG00000034282.phy	4103	4084
ENSMUSG00000034285.phy	1851	1014
ENSMUSG00000034290.phy	5421	5470
ENSMUSG00000034295.phy	10059	10094
ENSMUSG00000034297.phy	3405	3750
ENSMUSG00000034300.phy	744	872
ENSMUSG00000034308.phy	398	398
ENSMUSG00000034310.phy	2577	2547
ENSMUSG00000034311.phy	596	594
ENSMUSG00000034312.phy	6302	6315
ENSMUSG00000034317.phy	1299	1324
ENSMUSG00000034320.phy	1077	1028
ENSMUSG00000034324.phy	3058	4935
ENSMUSG00000034327.phy	4914	5492
ENSMUSG00000034329.phy	2163	3791
ENSMUSG00000034330.phy	1128	1098
ENSMUSG00000034333.phy	2656	2683
ENSMUSG00000034334.phy	342	347
ENSMUSG00000034336.phy	203	143
ENSMUSG00000034341.phy	297	2205
ENSMUSG00000034342.phy	4970	3735
ENSMUSG00000034349.phy	5080	6038
ENSMUSG00000034353.phy	537	563
ENSMUSG00000034354.phy	9458	9499
ENSMUSG00000034361.phy	3900	5376
ENSMUSG00000034371.phy	4112	4716
ENSMUSG00000034377.phy	4442	4501
ENSMUSG00000034382.phy	452	1901
ENSMUSG00000034384.phy	264	264
ENSMUSG00000034387.phy	248	222
ENSMUSG00000034390.phy	246	2084
ENSMUSG00000034394.phy	813	683
ENSMUSG00000034401.phy	3640	1612
ENSMUSG00000034402.phy	7023	5392
ENSMUSG00000034412.phy	3474	3541
ENSMUSG00000034413.phy	1093	1789
ENSMUSG00000034416.phy	11454	8303
ENSMUSG00000034422.phy	587	587
ENSMUSG00000034430.phy	6482	4742
ENSMUSG00000034432.phy	140	134
ENSMUSG00000034442.phy	1361	1487
ENSMUSG00000034445.phy	950	1077
ENSMUSG00000034449.phy	2305	2287
ENSMUSG00000034450.phy	916	1682
ENSMUSG00000034452.phy	4378	4030
ENSMUSG00000034453.phy	10326	10064
ENSMUSG00000034456.phy	4957	4974
ENSMUSG00000034457.phy	1744	1791
ENSMUSG00000034459.phy	909	1812
ENSMUSG00000034460.phy	823	823
ENSMUSG00000034462.phy	4360	4451
ENSMUSG00000034463.phy	1798	1793
ENSMUSG00000034467.phy	361	362
ENSMUSG00000034471.phy	2772	2714
ENSMUSG00000034472.phy	301	285
ENSMUSG00000034473.phy	735	681
ENSMUSG00000034482.phy	791	787
ENSMUSG00000034484.phy	5144	6300
ENSMUSG00000034485.phy	6759	6717
ENSMUSG00000034487.phy	1335	1452
ENSMUSG00000034488.phy	2272	4464
ENSMUSG00000034509.phy	1048	719
ENSMUSG00000034518.phy	1712	1634
ENSMUSG00000034520.phy	1812	1831
ENSMUSG00000034522.phy	676	779
ENSMUSG00000034525.phy	723	5749
ENSMUSG00000034528.phy	1149	1128
ENSMUSG00000034532.phy	2059	2064
ENSMUSG00000034533.phy	4881	4817
ENSMUSG00000034543.phy	6044	12216
ENSMUSG00000034551.phy	2062	2108
ENSMUSG00000034552.phy	3377	1520
ENSMUSG00000034557.phy	2739	2716
ENSMUSG00000034560.phy	2604	2205
ENSMUSG00000034566.phy	470	372
ENSMUSG00000034570.phy	2797	3608
ENSMUSG00000034573.phy	12864	2631
ENSMUSG00000034574.phy	2466	4811
ENSMUSG00000034575.phy	3008	2400
ENSMUSG00000034579.phy	321	327
ENSMUSG00000034584.phy	3106	2949
ENSMUSG00000034586.phy	1987	5318
ENSMUSG00000034591.phy	391	373
ENSMUSG00000034593.phy	15980	9810
ENSMUSG00000034595.phy	270	283
ENSMUSG00000034601.phy	1129	8826
ENSMUSG00000034602.phy	7084	7092
ENSMUSG00000034607.phy	6538	6395
ENSMUSG00000034610.phy	5551	5702
ENSMUSG00000034612.phy	393	385
ENSMUSG00000034613.phy	367	292
ENSMUSG00000034614.phy	2046	543
ENSMUSG00000034616.phy	1682	4404
ENSMUSG00000034617.phy	631	621
ENSMUSG00000034620.phy	477	522
ENSMUSG00000034621.phy	7331	7366
ENSMUSG00000034623.phy	260	260
ENSMUSG00000034636.phy	2830	2878
ENSMUSG00000034639.phy	727	1493
ENSMUSG00000034640.phy	5536	5457
ENSMUSG00000034645.phy	4112	1365
ENSMUSG00000034653.phy	12654	5589
ENSMUSG00000034656.phy	20843	20679
ENSMUSG00000034659.phy	1665	508
ENSMUSG00000034663.phy	6718	6743
ENSMUSG00000034664.phy	6778	6830
ENSMUSG00000034673.phy	1054	1051
ENSMUSG00000034674.phy	1063	1057
ENSMUSG00000034675.phy	4523	4524
ENSMUSG00000034677.phy	1656	1659
ENSMUSG00000034684.phy	3137	3071
ENSMUSG00000034685.phy	2531	2455
ENSMUSG00000034687.phy	26702	31239
ENSMUSG00000034701.phy	2191	2165
ENSMUSG00000034706.phy	584	569
ENSMUSG00000034708.phy	3304	3393
ENSMUSG00000034709.phy	955	964
ENSMUSG00000034714.phy	4252	4264
ENSMUSG00000034723.phy	1522	1341
ENSMUSG00000034724.phy	5419	5448
ENSMUSG00000034729.phy	170	147
ENSMUSG00000034731.phy	2648	8599
ENSMUSG00000034732.phy	1297	1308
ENSMUSG00000034738.phy	2084	2170
ENSMUSG00000034739.phy	2053	2021
ENSMUSG00000034744.phy	1844	891
ENSMUSG00000034748.phy	369	697
ENSMUSG00000034757.phy	1999	2005
ENSMUSG00000034761.phy	1450	448
ENSMUSG00000034762.phy	3142	4776
ENSMUSG00000034765.phy	1164	264
ENSMUSG00000034768.phy	547	1621
ENSMUSG00000034771.phy	1741	1788
ENSMUSG00000034773.phy	1492	1471
ENSMUSG00000034777.phy	452	449
ENSMUSG00000034780.phy	1754	1722
ENSMUSG00000034781.phy	1311	1642
ENSMUSG00000034785.phy	1567	691
ENSMUSG00000034786.phy	921	1234
ENSMUSG00000034789.phy	1527	1466
ENSMUSG00000034792.phy	591	578
ENSMUSG00000034793.phy	2361	2304
ENSMUSG00000034795.phy	1947	1937
ENSMUSG00000034796.phy	354	403
ENSMUSG00000034801.phy	9711	7542
ENSMUSG00000034807.phy	1250	4236
ENSMUSG00000034810.phy	8189	8066
ENSMUSG00000034813.phy	11237	1881
ENSMUSG00000034818.phy	2919	685
ENSMUSG00000034820.phy	1487	1753
ENSMUSG00000034825.phy	1646	1223
ENSMUSG00000034826.phy	656	5089
ENSMUSG00000034829.phy	628	626
ENSMUSG00000034832.phy	1634	1622
ENSMUSG00000034837.phy	1946	2182
ENSMUSG00000034839.phy	1500	1440
ENSMUSG00000034845.phy	1994	1973
ENSMUSG00000034848.phy	4674	4769
ENSMUSG00000034853.phy	3882	3862
ENSMUSG00000034854.phy	2167	2131
ENSMUSG00000034858.phy	6003	6163
ENSMUSG00000034863.phy	2671	2679
ENSMUSG00000034867.phy	2963	2975
ENSMUSG00000034871.phy	4157	3876
ENSMUSG00000034872.phy	404	401
ENSMUSG00000034875.phy	528	524
ENSMUSG00000034883.phy	507	1055
ENSMUSG00000034889.phy	2423	2136
ENSMUSG00000034891.phy	1064	1750
ENSMUSG00000034893.phy	4978	4991
ENSMUSG00000034898.phy	3765	645
ENSMUSG00000034902.phy	603	605
ENSMUSG00000034903.phy	5347	5329
ENSMUSG00000034906.phy	1060	1059
ENSMUSG00000034908.phy	9297	1551
ENSMUSG00000034910.phy	628	550
ENSMUSG00000034911.phy	491	433
ENSMUSG00000034912.phy	5928	2452
ENSMUSG00000034913.phy	1673	2016
ENSMUSG00000034917.phy	3638	6139
ENSMUSG00000034918.phy	1074	7945
ENSMUSG00000034919.phy	2581	2404
ENSMUSG00000034923.phy	1718	1555
ENSMUSG00000034926.phy	619	603
ENSMUSG00000034928.phy	3801	2944
ENSMUSG00000034931.phy	6923	6918
ENSMUSG00000034932.phy	303	290
ENSMUSG00000034936.phy	992	991
ENSMUSG00000034947.phy	293	296
ENSMUSG00000034951.phy	4077	4092
ENSMUSG00000034958.phy	425	1209
ENSMUSG00000034959.phy	486	3051
ENSMUSG00000034973.phy	17120	6960
ENSMUSG00000034981.phy	678	669
ENSMUSG00000034987.phy	1403	1300
ENSMUSG00000034990.phy	2506	1320
ENSMUSG00000034993.phy	2496	1322
ENSMUSG00000034994.phy	1795	2673
ENSMUSG00000034997.phy	695	693
ENSMUSG00000034998.phy	502	498
ENSMUSG00000035004.phy	1256	1247
ENSMUSG00000035007.phy	1510	1506
ENSMUSG00000035011.phy	1077	3343
ENSMUSG00000035021.phy	2453	2487
ENSMUSG00000035024.phy	9919	9941
ENSMUSG00000035031.phy	1111	1032
ENSMUSG00000035033.phy	3324	2624
ENSMUSG00000035041.phy	307	328
ENSMUSG00000035042.phy	216	805
ENSMUSG00000035045.phy	3016	2987
ENSMUSG00000035047.phy	2847	2792
ENSMUSG00000035049.phy	5237	5281
ENSMUSG00000035051.phy	1631	1628
ENSMUSG00000035057.phy	1634	1646
ENSMUSG00000035062.phy	528	378
ENSMUSG00000035064.phy	5181	5168
ENSMUSG00000035067.phy	1142	1142
ENSMUSG00000035069.phy	563	591
ENSMUSG00000035078.phy	1708	1696
ENSMUSG00000035086.phy	774	2047
ENSMUSG00000035093.phy	8685	4636
ENSMUSG00000035095.phy	104	105
ENSMUSG00000035104.phy	1324	1368
ENSMUSG00000035107.phy	910	686
ENSMUSG00000035109.phy	2015	2041
ENSMUSG00000035112.phy	7357	7379
ENSMUSG00000035121.phy	291	279
ENSMUSG00000035125.phy	3894	3313
ENSMUSG00000035126.phy	3030	2047
ENSMUSG00000035131.phy	1976	3127
ENSMUSG00000035133.phy	5051	5068
ENSMUSG00000035139.phy	638	633
ENSMUSG00000035142.phy	2323	2353
ENSMUSG00000035150.phy	166	167
ENSMUSG00000035152.phy	1168	1168
ENSMUSG00000035158.phy	1487	1563
ENSMUSG00000035161.phy	5533	8176
ENSMUSG00000035164.phy	1480	1458
ENSMUSG00000035168.phy	7465	7473
ENSMUSG00000035171.phy	243	460
ENSMUSG00000035172.phy	965	3792
ENSMUSG00000035173.phy	1525	3164
ENSMUSG00000035179.phy	3412	3391
ENSMUSG00000035181.phy	3420	3442
ENSMUSG00000035184.phy	1523	1524
ENSMUSG00000035187.phy	482	491
ENSMUSG00000035189.phy	8945	4900
ENSMUSG00000035198.phy	329	369
ENSMUSG00000035199.phy	847	1443
ENSMUSG00000035200.phy	1170	1170
ENSMUSG00000035202.phy	7664	7626
ENSMUSG00000035203.phy	1293	1893
ENSMUSG00000035206.phy	700	700
ENSMUSG00000035211.phy	7219	7020
ENSMUSG00000035212.phy	824	803
ENSMUSG00000035215.phy	251	229
ENSMUSG00000035226.phy	1465	876
ENSMUSG00000035227.phy	1631	1585
ENSMUSG00000035228.phy	2655	2643
ENSMUSG00000035232.phy	2268	2287
ENSMUSG00000035234.phy	1819	1839
ENSMUSG00000035236.phy	3726	5973
ENSMUSG00000035237.phy	1179	1175
ENSMUSG00000035238.phy	224	236
ENSMUSG00000035239.phy	310	513
ENSMUSG00000035242.phy	1366	1256
ENSMUSG00000035245.phy	276	1795
ENSMUSG00000035246.phy	714	2280
ENSMUSG00000035247.phy	4414	14026
ENSMUSG00000035248.phy	7904	7957
ENSMUSG00000035258.phy	9105	3510
ENSMUSG00000035262.phy	1833	1791
ENSMUSG00000035266.phy	1505	1465
ENSMUSG00000035268.phy	277	257
ENSMUSG00000035270.phy	6859	6716
ENSMUSG00000035273.phy	604	706
ENSMUSG00000035275.phy	2833	1930
ENSMUSG00000035277.phy	1679	1664
ENSMUSG00000035278.phy	578	571
ENSMUSG00000035279.phy	544	553
ENSMUSG00000035284.phy	29192	30153
ENSMUSG00000035285.phy	591	589
ENSMUSG00000035293.phy	1233	3576
ENSMUSG00000035295.phy	825	619
ENSMUSG00000035296.phy	1928	1681
ENSMUSG00000035297.phy	1463	1601
ENSMUSG00000035298.phy	2636	2629
ENSMUSG00000035299.phy	693	330
ENSMUSG00000035305.phy	3508	3963
ENSMUSG00000035310.phy	3185	3432
ENSMUSG00000035314.phy	4937	3925
ENSMUSG00000035325.phy	1231	1285
ENSMUSG00000035329.phy	1728	2151
ENSMUSG00000035342.phy	860	897
ENSMUSG00000035351.phy	306	305
ENSMUSG00000035354.phy	704	712
ENSMUSG00000035355.phy	1835	7737
ENSMUSG00000035356.phy	3676	3663
ENSMUSG00000035357.phy	4392	3986
ENSMUSG00000035365.phy	4078	4066
ENSMUSG00000035373.phy	1009	1003
ENSMUSG00000035376.phy	449	446
ENSMUSG00000035378.phy	1835	1840
ENSMUSG00000035382.phy	7158	7168
ENSMUSG00000035385.phy	375	550
ENSMUSG00000035390.phy	4090	5212
ENSMUSG00000035392.phy	9780	9831
ENSMUSG00000035399.phy	1072	1424
ENSMUSG00000035401.phy	10117	10129
ENSMUSG00000035403.phy	1655	3591
ENSMUSG00000035407.phy	4294	4327
ENSMUSG00000035413.phy	826	801
ENSMUSG00000035420.phy	765	1287
ENSMUSG00000035429.phy	3246	3265
ENSMUSG00000035435.phy	7001	7084
ENSMUSG00000035437.phy	1797	1789
ENSMUSG00000035441.phy	5920	5909
ENSMUSG00000035443.phy	212	210
ENSMUSG00000035454.phy	691	690
ENSMUSG00000035455.phy	2206	2209
ENSMUSG00000035456.phy	1296	1285
ENSMUSG00000035458.phy	1829	953
ENSMUSG00000035459.phy	3212	2827
ENSMUSG00000035469.phy	988	987
ENSMUSG00000035472.phy	1332	1332
